<TICKER>,<PER>,Date,<TIME>,Price
GDAX.BTC-USD,D,23/07/17,000000,2754.2800000
GDAX.BTC-USD,D,24/07/17,000000,2762.2600000
GDAX.BTC-USD,D,25/07/17,000000,2564.0000000
GDAX.BTC-USD,D,26/07/17,000000,2525.9900000
GDAX.BTC-USD,D,27/07/17,000000,2664.9900000
GDAX.BTC-USD,D,28/07/17,000000,2786.0700000
GDAX.BTC-USD,D,29/07/17,000000,2700.2100000
GDAX.BTC-USD,D,30/07/17,000000,2723.9900000
GDAX.BTC-USD,D,31/07/17,000000,2856.8800000
GDAX.BTC-USD,D,01/08/17,000000,2732.5900000
GDAX.BTC-USD,D,02/08/17,000000,2699.9000000
GDAX.BTC-USD,D,03/08/17,000000,2787.0200000
GDAX.BTC-USD,D,04/08/17,000000,2857.3400000
GDAX.BTC-USD,D,05/08/17,000000,3243.4900000
GDAX.BTC-USD,D,06/08/17,000000,3222.2200000
GDAX.BTC-USD,D,07/08/17,000000,3398.2300000
GDAX.BTC-USD,D,08/08/17,000000,3422.4300000
GDAX.BTC-USD,D,09/08/17,000000,3342.8000000
GDAX.BTC-USD,D,10/08/17,000000,3444.9800000
GDAX.BTC-USD,D,11/08/17,000000,3656.1500000
GDAX.BTC-USD,D,12/08/17,000000,3874.0000000
GDAX.BTC-USD,D,13/08/17,000000,4060.4700000
GDAX.BTC-USD,D,14/08/17,000000,4320.6000000
GDAX.BTC-USD,D,15/08/17,000000,4159.9300000
GDAX.BTC-USD,D,16/08/17,000000,4370.0100000
GDAX.BTC-USD,D,17/08/17,000000,4280.0100000
GDAX.BTC-USD,D,18/08/17,000000,4101.7200000
GDAX.BTC-USD,D,19/08/17,000000,4157.4100000
GDAX.BTC-USD,D,20/08/17,000000,4050.9900000
GDAX.BTC-USD,D,21/08/17,000000,4002.0000000
GDAX.BTC-USD,D,22/08/17,000000,4092.0000000
GDAX.BTC-USD,D,23/08/17,000000,4143.4900000
GDAX.BTC-USD,D,24/08/17,000000,4312.0300000
GDAX.BTC-USD,D,25/08/17,000000,4360.0000000
GDAX.BTC-USD,D,26/08/17,000000,4344.3200000
GDAX.BTC-USD,D,27/08/17,000000,4340.1100000
GDAX.BTC-USD,D,28/08/17,000000,4384.9900000
GDAX.BTC-USD,D,29/08/17,000000,4599.0000000
GDAX.BTC-USD,D,30/08/17,000000,4581.9800000
GDAX.BTC-USD,D,31/08/17,000000,4743.9400000
GDAX.BTC-USD,D,01/09/17,000000,4947.9900000
GDAX.BTC-USD,D,02/09/17,000000,4649.9900000
GDAX.BTC-USD,D,03/09/17,000000,4626.0500000
GDAX.BTC-USD,D,04/09/17,000000,4498.2500000
GDAX.BTC-USD,D,05/09/17,000000,4432.5100000
GDAX.BTC-USD,D,06/09/17,000000,4616.1800000
GDAX.BTC-USD,D,07/09/17,000000,4624.1800000
GDAX.BTC-USD,D,08/09/17,000000,4350.0000000
GDAX.BTC-USD,D,09/09/17,000000,4334.3600000
GDAX.BTC-USD,D,10/09/17,000000,4251.3600000
GDAX.BTC-USD,D,11/09/17,000000,4210.7200000
GDAX.BTC-USD,D,12/09/17,000000,4164.5200000
GDAX.BTC-USD,D,13/09/17,000000,3855.3200000
GDAX.BTC-USD,D,14/09/17,000000,3250.4000000
GDAX.BTC-USD,D,15/09/17,000000,3740.0200000
GDAX.BTC-USD,D,16/09/17,000000,3726.5100000
GDAX.BTC-USD,D,17/09/17,000000,3650.0100000
GDAX.BTC-USD,D,19/09/17,000000,3910.1100000
GDAX.BTC-USD,D,20/09/17,000000,3990.6700000
GDAX.BTC-USD,D,21/09/17,000000,3617.4700000
GDAX.BTC-USD,D,22/09/17,000000,3619.0100000
GDAX.BTC-USD,D,23/09/17,000000,3787.3300000
GDAX.BTC-USD,D,24/09/17,000000,3669.0100000
GDAX.BTC-USD,D,25/09/17,000000,3919.7800000
GDAX.BTC-USD,D,26/09/17,000000,3885.0900000
GDAX.BTC-USD,D,27/09/17,000000,4200.0000000
GDAX.BTC-USD,D,28/09/17,000000,4189.4200000
GDAX.BTC-USD,D,29/09/17,000000,4156.9900000
GDAX.BTC-USD,D,30/09/17,000000,4339.0000000
GDAX.BTC-USD,D,01/10/17,000000,4394.8100000
GDAX.BTC-USD,D,02/10/17,000000,4392.7100000
GDAX.BTC-USD,D,03/10/17,000000,4307.9900000
GDAX.BTC-USD,D,04/10/17,000000,4214.8400000
GDAX.BTC-USD,D,05/10/17,000000,4320.0400000
GDAX.BTC-USD,D,06/10/17,000000,4362.9900000
GDAX.BTC-USD,D,07/10/17,000000,4425.0000000
GDAX.BTC-USD,D,08/10/17,000000,4603.4900000
GDAX.BTC-USD,D,09/10/17,000000,4769.5500000
GDAX.BTC-USD,D,10/10/17,000000,4750.0000000
GDAX.BTC-USD,D,11/10/17,000000,4814.9900000
GDAX.BTC-USD,D,12/10/17,000000,5440.0000000
GDAX.BTC-USD,D,13/10/17,000000,5624.8000000
GDAX.BTC-USD,D,14/10/17,000000,5819.1300000
GDAX.BTC-USD,D,15/10/17,000000,5693.7000000
GDAX.BTC-USD,D,16/10/17,000000,5754.9000000
GDAX.BTC-USD,D,17/10/17,000000,5594.0000000
GDAX.BTC-USD,D,18/10/17,000000,5574.4400000
GDAX.BTC-USD,D,19/10/17,000000,5704.0100000
GDAX.BTC-USD,D,20/10/17,000000,5989.1000000
GDAX.BTC-USD,D,21/10/17,000000,6024.8600000
GDAX.BTC-USD,D,22/10/17,000000,6005.0500000
GDAX.BTC-USD,D,23/10/17,000000,5905.9900000
GDAX.BTC-USD,D,24/10/17,000000,5525.4300000
GDAX.BTC-USD,D,25/10/17,000000,5739.9700000
GDAX.BTC-USD,D,26/10/17,000000,5891.6100000
GDAX.BTC-USD,D,27/10/17,000000,5780.0000000
GDAX.BTC-USD,D,28/10/17,000000,5752.0100000
GDAX.BTC-USD,D,29/10/17,000000,6140.0100000
GDAX.BTC-USD,D,30/10/17,000000,6124.1600000
GDAX.BTC-USD,D,31/10/17,000000,6445.0100000
GDAX.BTC-USD,D,01/11/17,000000,6783.6900000
GDAX.BTC-USD,D,02/11/17,000000,7039.9800000
GDAX.BTC-USD,D,03/11/17,000000,7170.0100000
GDAX.BTC-USD,D,04/11/17,000000,7412.5500000
GDAX.BTC-USD,D,05/11/17,000000,7392.0000000
GDAX.BTC-USD,D,06/11/17,000000,6969.7600000
GDAX.BTC-USD,D,07/11/17,000000,7126.6300000
GDAX.BTC-USD,D,08/11/17,000000,7467.9600000
GDAX.BTC-USD,D,09/11/17,000000,7156.0000000
GDAX.BTC-USD,D,10/11/17,000000,6577.6200000
GDAX.BTC-USD,D,11/11/17,000000,6346.7000000
GDAX.BTC-USD,D,12/11/17,000000,5886.3500000
GDAX.BTC-USD,D,13/11/17,000000,6535.8700000
GDAX.BTC-USD,D,14/11/17,000000,6605.0000000
GDAX.BTC-USD,D,15/11/17,000000,7294.0000000
GDAX.BTC-USD,D,16/11/17,000000,7838.5300000
GDAX.BTC-USD,D,17/11/17,000000,7714.7100000
GDAX.BTC-USD,D,18/11/17,000000,7777.0100000
GDAX.BTC-USD,D,19/11/17,000000,8031.8200000
GDAX.BTC-USD,D,20/11/17,000000,8256.0100000
GDAX.BTC-USD,D,21/11/17,000000,8109.0000000
GDAX.BTC-USD,D,22/11/17,000000,8250.0000000
GDAX.BTC-USD,D,23/11/17,000000,8031.1600000
GDAX.BTC-USD,D,24/11/17,000000,8215.0100000
GDAX.BTC-USD,D,25/11/17,000000,8795.5000000
GDAX.BTC-USD,D,26/11/17,000000,9401.1100000
GDAX.BTC-USD,D,27/11/17,000000,9768.7100000
GDAX.BTC-USD,D,28/11/17,000000,9949.0000000
GDAX.BTC-USD,D,29/11/17,000000,9935.9800000
GDAX.BTC-USD,D,30/11/17,000000,9903.0000000
GDAX.BTC-USD,D,01/12/17,000000,10869.8400000
GDAX.BTC-USD,D,02/12/17,000000,10930.2400000
GDAX.BTC-USD,D,03/12/17,000000,11290.0000000
GDAX.BTC-USD,D,04/12/17,000000,11643.9800000
GDAX.BTC-USD,D,05/12/17,000000,11718.3500000
GDAX.BTC-USD,D,06/12/17,000000,14090.0000000
GDAX.BTC-USD,D,07/12/17,000000,17390.0100000
GDAX.BTC-USD,D,08/12/17,000000,16367.0300000
GDAX.BTC-USD,D,09/12/17,000000,15309.9800000
GDAX.BTC-USD,D,10/12/17,000000,15290.0100000
GDAX.BTC-USD,D,11/12/17,000000,16885.7600000
GDAX.BTC-USD,D,12/12/17,000000,17730.1200000
GDAX.BTC-USD,D,13/12/17,000000,16689.6100000
GDAX.BTC-USD,D,14/12/17,000000,16749.7800000
GDAX.BTC-USD,D,15/12/17,000000,17738.6700000
GDAX.BTC-USD,D,16/12/17,000000,19650.0100000
GDAX.BTC-USD,D,17/12/17,000000,19378.9900000
GDAX.BTC-USD,D,18/12/17,000000,19039.0100000
GDAX.BTC-USD,D,19/12/17,000000,17838.7300000
GDAX.BTC-USD,D,20/12/17,000000,16496.8900000
GDAX.BTC-USD,D,21/12/17,000000,15758.8000000
GDAX.BTC-USD,D,22/12/17,000000,14210.5700000
GDAX.BTC-USD,D,23/12/17,000000,15075.8900000
GDAX.BTC-USD,D,24/12/17,000000,14221.9400000
GDAX.BTC-USD,D,25/12/17,000000,14171.9800000
GDAX.BTC-USD,D,26/12/17,000000,15790.8800000
GDAX.BTC-USD,D,27/12/17,000000,15360.0000000
GDAX.BTC-USD,D,28/12/17,000000,14450.0100000
GDAX.BTC-USD,D,29/12/17,000000,14565.0500000
GDAX.BTC-USD,D,30/12/17,000000,12839.9900000
GDAX.BTC-USD,D,31/12/17,000000,13863.1300000
GDAX.BTC-USD,D,01/01/18,000000,13480.0100000
GDAX.BTC-USD,D,02/01/18,000000,14781.5100000
GDAX.BTC-USD,D,03/01/18,000000,15098.1400000
GDAX.BTC-USD,D,04/01/18,000000,15144.9900000
GDAX.BTC-USD,D,05/01/18,000000,16960.0100000
GDAX.BTC-USD,D,06/01/18,000000,17098.9900000
GDAX.BTC-USD,D,07/01/18,000000,16174.2200000
GDAX.BTC-USD,D,08/01/18,000000,14993.7400000
GDAX.BTC-USD,D,09/01/18,000000,14480.9900000
GDAX.BTC-USD,D,10/01/18,000000,14875.1800000
GDAX.BTC-USD,D,11/01/18,000000,13308.0600000
GDAX.BTC-USD,D,12/01/18,000000,13820.0000000
GDAX.BTC-USD,D,13/01/18,000000,14187.9500000
GDAX.BTC-USD,D,14/01/18,000000,13656.2300000
GDAX.BTC-USD,D,15/01/18,000000,13590.0000000
GDAX.BTC-USD,D,16/01/18,000000,11570.0100000
GDAX.BTC-USD,D,17/01/18,000000,11200.0100000
GDAX.BTC-USD,D,18/01/18,000000,11305.5300000
GDAX.BTC-USD,D,19/01/18,000000,11498.9900000
GDAX.BTC-USD,D,20/01/18,000000,12762.8000000
GDAX.BTC-USD,D,21/01/18,000000,11518.1700000
GDAX.BTC-USD,D,22/01/18,000000,10766.7000000
GDAX.BTC-USD,D,23/01/18,000000,10824.9400000
GDAX.BTC-USD,D,24/01/18,000000,11356.7900000
GDAX.BTC-USD,D,25/01/18,000000,11118.0000000
GDAX.BTC-USD,D,26/01/18,000000,11086.8900000
GDAX.BTC-USD,D,27/01/18,000000,11319.0000000
GDAX.BTC-USD,D,28/01/18,000000,11536.0000000
GDAX.BTC-USD,D,29/01/18,000000,11123.0100000
GDAX.BTC-USD,D,30/01/18,000000,9995.0000000
GDAX.BTC-USD,D,31/01/18,000000,10099.9900000
GDAX.BTC-USD,D,01/02/18,000000,9014.2300000
GDAX.BTC-USD,D,02/02/18,000000,8787.5200000
GDAX.BTC-USD,D,03/02/18,000000,9240.0000000
GDAX.BTC-USD,D,04/02/18,000000,8167.9100000
GDAX.BTC-USD,D,05/02/18,000000,6905.1900000
GDAX.BTC-USD,D,06/02/18,000000,7688.4600000
GDAX.BTC-USD,D,07/02/18,000000,7575.7500000
GDAX.BTC-USD,D,08/02/18,000000,8218.1000000
GDAX.BTC-USD,D,09/02/18,000000,8671.0100000
GDAX.BTC-USD,D,10/02/18,000000,8547.4900000
GDAX.BTC-USD,D,11/02/18,000000,8072.9900000
GDAX.BTC-USD,D,12/02/18,000000,8872.2800000
GDAX.BTC-USD,D,13/02/18,000000,8520.0100000
GDAX.BTC-USD,D,14/02/18,000000,9472.9800000
GDAX.BTC-USD,D,15/02/18,000000,10031.2300000
GDAX.BTC-USD,D,16/02/18,000000,10167.4900000
GDAX.BTC-USD,D,17/02/18,000000,11121.5000000
GDAX.BTC-USD,D,18/02/18,000000,10380.0400000
GDAX.BTC-USD,D,19/02/18,000000,11140.0000000
GDAX.BTC-USD,D,20/02/18,000000,11235.5700000
GDAX.BTC-USD,D,21/02/18,000000,10454.2700000
GDAX.BTC-USD,D,22/02/18,000000,9830.0000000
GDAX.BTC-USD,D,23/02/18,000000,10144.9900000
GDAX.BTC-USD,D,24/02/18,000000,9688.6200000
GDAX.BTC-USD,D,25/02/18,000000,9595.4200000
GDAX.BTC-USD,D,26/02/18,000000,10300.0000000
GDAX.BTC-USD,D,27/02/18,000000,10566.5700000
GDAX.BTC-USD,D,28/02/18,000000,10307.2700000
GDAX.BTC-USD,D,01/03/18,000000,10895.9200000
GDAX.BTC-USD,D,02/03/18,000000,11000.0000000
GDAX.BTC-USD,D,03/03/18,000000,11432.5000000
GDAX.BTC-USD,D,04/03/18,000000,11469.9000000
GDAX.BTC-USD,D,05/03/18,000000,11377.5400000
GDAX.BTC-USD,D,06/03/18,000000,10700.0000000
GDAX.BTC-USD,D,07/03/18,000000,9925.0000000
GDAX.BTC-USD,D,08/03/18,000000,9304.8900000
GDAX.BTC-USD,D,09/03/18,000000,9255.0000000
GDAX.BTC-USD,D,10/03/18,000000,8795.4400000
GDAX.BTC-USD,D,11/03/18,000000,9533.8800000
GDAX.BTC-USD,D,12/03/18,000000,9120.0000000
GDAX.BTC-USD,D,13/03/18,000000,9145.4100000
GDAX.BTC-USD,D,14/03/18,000000,8207.0200000
GDAX.BTC-USD,D,15/03/18,000000,8259.9900000
GDAX.BTC-USD,D,16/03/18,000000,8275.0000000
GDAX.BTC-USD,D,17/03/18,000000,7857.6000000
GDAX.BTC-USD,D,18/03/18,000000,8192.0000000
GDAX.BTC-USD,D,19/03/18,000000,8589.0000000
GDAX.BTC-USD,D,20/03/18,000000,8900.0000000
GDAX.BTC-USD,D,21/03/18,000000,8891.8100000
GDAX.BTC-USD,D,22/03/18,000000,8715.0900000
GDAX.BTC-USD,D,23/03/18,000000,8927.1000000
GDAX.BTC-USD,D,24/03/18,000000,8531.3400000
GDAX.BTC-USD,D,25/03/18,000000,8453.0000000
GDAX.BTC-USD,D,26/03/18,000000,8145.0000000
GDAX.BTC-USD,D,27/03/18,000000,7793.6100000
GDAX.BTC-USD,D,28/03/18,000000,7942.7200000
GDAX.BTC-USD,D,29/03/18,000000,7080.0000000
GDAX.BTC-USD,D,30/03/18,000000,6848.0100000
GDAX.BTC-USD,D,31/03/18,000000,6928.5000000
GDAX.BTC-USD,D,01/04/18,000000,6816.0100000
GDAX.BTC-USD,D,02/04/18,000000,7045.0100000
GDAX.BTC-USD,D,03/04/18,000000,7424.9000000
GDAX.BTC-USD,D,04/04/18,000000,6791.6800000
GDAX.BTC-USD,D,05/04/18,000000,6785.8500000
GDAX.BTC-USD,D,06/04/18,000000,6619.0100000
GDAX.BTC-USD,D,07/04/18,000000,6894.0100000
GDAX.BTC-USD,D,08/04/18,000000,7020.0100000
GDAX.BTC-USD,D,09/04/18,000000,6771.1300000
GDAX.BTC-USD,D,10/04/18,000000,6824.9900000
GDAX.BTC-USD,D,11/04/18,000000,6942.9900000
GDAX.BTC-USD,D,12/04/18,000000,7916.0000000
GDAX.BTC-USD,D,13/04/18,000000,7893.1900000
GDAX.BTC-USD,D,14/04/18,000000,8003.1100000
GDAX.BTC-USD,D,15/04/18,000000,8355.2500000
GDAX.BTC-USD,D,16/04/18,000000,8048.9300000
GDAX.BTC-USD,D,17/04/18,000000,7892.1000000
GDAX.BTC-USD,D,18/04/18,000000,8152.0500000
GDAX.BTC-USD,D,19/04/18,000000,8274.0000000
GDAX.BTC-USD,D,20/04/18,000000,8866.2700000
GDAX.BTC-USD,D,21/04/18,000000,8915.4200000
GDAX.BTC-USD,D,22/04/18,000000,8795.0100000
GDAX.BTC-USD,D,23/04/18,000000,8931.3000000
GDAX.BTC-USD,D,24/04/18,000000,9645.1000000
GDAX.BTC-USD,D,25/04/18,000000,8865.9800000
GDAX.BTC-USD,D,26/04/18,000000,9272.1100000
GDAX.BTC-USD,D,27/04/18,000000,8922.5500000
GDAX.BTC-USD,D,28/04/18,000000,9329.9900000
GDAX.BTC-USD,D,29/04/18,000000,9389.0100000
GDAX.BTC-USD,D,30/04/18,000000,9243.8300000
GDAX.BTC-USD,D,01/05/18,000000,9072.2900000
GDAX.BTC-USD,D,02/05/18,000000,9190.4800000
GDAX.BTC-USD,D,03/05/18,000000,9725.7400000
GDAX.BTC-USD,D,04/05/18,000000,9685.0000000
GDAX.BTC-USD,D,05/05/18,000000,9800.0000000
GDAX.BTC-USD,D,06/05/18,000000,9600.0000000
GDAX.BTC-USD,D,07/05/18,000000,9353.0000000
GDAX.BTC-USD,D,08/05/18,000000,9177.8200000
GDAX.BTC-USD,D,09/05/18,000000,9300.0800000
GDAX.BTC-USD,D,10/05/18,000000,9010.5100000
GDAX.BTC-USD,D,11/05/18,000000,8403.3300000
GDAX.BTC-USD,D,12/05/18,000000,8475.0000000
GDAX.BTC-USD,D,13/05/18,000000,8686.1000000
GDAX.BTC-USD,D,14/05/18,000000,8670.0000000
GDAX.BTC-USD,D,15/05/18,000000,8477.4600000
GDAX.BTC-USD,D,16/05/18,000000,8344.0000000
GDAX.BTC-USD,D,17/05/18,000000,8059.0000000
GDAX.BTC-USD,D,18/05/18,000000,8238.5100000
GDAX.BTC-USD,D,19/05/18,000000,8235.6000000
GDAX.BTC-USD,D,20/05/18,000000,8516.8600000
GDAX.BTC-USD,D,21/05/18,000000,8393.4400000
GDAX.BTC-USD,D,22/05/18,000000,7987.7000000
GDAX.BTC-USD,D,23/05/18,000000,7505.0000000
GDAX.BTC-USD,D,24/05/18,000000,7584.1500000
GDAX.BTC-USD,D,25/05/18,000000,7459.1100000
GDAX.BTC-USD,D,26/05/18,000000,7337.9500000
GDAX.BTC-USD,D,27/05/18,000000,7346.6400000
GDAX.BTC-USD,D,28/05/18,000000,7107.9400000
GDAX.BTC-USD,D,29/05/18,000000,7460.0000000
GDAX.BTC-USD,D,30/05/18,000000,7380.0100000
GDAX.BTC-USD,D,31/05/18,000000,7485.0000000
GDAX.BTC-USD,D,01/06/18,000000,7514.3200000
GDAX.BTC-USD,D,02/06/18,000000,7636.4200000
GDAX.BTC-USD,D,03/06/18,000000,7706.3700000
GDAX.BTC-USD,D,04/06/18,000000,7487.3700000
GDAX.BTC-USD,D,05/06/18,000000,7612.5100000
GDAX.BTC-USD,D,06/06/18,000000,7655.0000000
GDAX.BTC-USD,D,07/06/18,000000,7684.9300000
GDAX.BTC-USD,D,08/06/18,000000,7618.8000000
GDAX.BTC-USD,D,09/06/18,000000,7496.4000000
GDAX.BTC-USD,D,10/06/18,000000,6770.3100000
GDAX.BTC-USD,D,11/06/18,000000,6881.0000000
GDAX.BTC-USD,D,12/06/18,000000,6545.0000000
GDAX.BTC-USD,D,13/06/18,000000,6302.3100000
GDAX.BTC-USD,D,14/06/18,000000,6638.4900000
GDAX.BTC-USD,D,15/06/18,000000,6391.2200000
GDAX.BTC-USD,D,16/06/18,000000,6484.2900000
GDAX.BTC-USD,D,17/06/18,000000,6447.1600000
GDAX.BTC-USD,D,18/06/18,000000,6709.0200000
GDAX.BTC-USD,D,19/06/18,000000,6736.4100000
GDAX.BTC-USD,D,20/06/18,000000,6759.1800000
GDAX.BTC-USD,D,21/06/18,000000,6719.0100000
GDAX.BTC-USD,D,22/06/18,000000,6059.8200000
GDAX.BTC-USD,D,23/06/18,000000,6178.2900000
GDAX.BTC-USD,D,24/06/18,000000,6149.9900000
GDAX.BTC-USD,D,25/06/18,000000,6246.0100000
GDAX.BTC-USD,D,26/06/18,000000,6074.0000000
GDAX.BTC-USD,D,27/06/18,000000,6132.1700000
GDAX.BTC-USD,D,28/06/18,000000,5851.6600000
GDAX.BTC-USD,D,29/06/18,000000,6202.3600000
GDAX.BTC-USD,D,30/06/18,000000,6383.1900000
GDAX.BTC-USD,D,01/07/18,000000,6349.5000000
GDAX.BTC-USD,D,02/07/18,000000,6611.7900000
GDAX.BTC-USD,D,03/07/18,000000,6502.6200000
GDAX.BTC-USD,D,04/07/18,000000,6587.4700000
GDAX.BTC-USD,D,05/07/18,000000,6532.9500000
GDAX.BTC-USD,D,06/07/18,000000,6600.0000000
GDAX.BTC-USD,D,07/07/18,000000,6753.2800000
GDAX.BTC-USD,D,08/07/18,000000,6701.9700000
GDAX.BTC-USD,D,09/07/18,000000,6664.0100000
GDAX.BTC-USD,D,10/07/18,000000,6303.7000000
GDAX.BTC-USD,D,11/07/18,000000,6390.0400000
GDAX.BTC-USD,D,12/07/18,000000,6249.7500000
GDAX.BTC-USD,D,13/07/18,000000,6216.2900000
GDAX.BTC-USD,D,14/07/18,000000,6248.6500000
GDAX.BTC-USD,D,15/07/18,000000,6348.7300000
GDAX.BTC-USD,D,16/07/18,000000,6728.8100000
GDAX.BTC-USD,D,17/07/18,000000,7315.0100000
GDAX.BTC-USD,D,18/07/18,000000,7378.9900000
GDAX.BTC-USD,D,19/07/18,000000,7470.0100000
GDAX.BTC-USD,D,20/07/18,000000,7334.4600000
GDAX.BTC-USD,D,21/07/18,000000,7408.0000000
GDAX.BTC-USD,D,22/07/18,000000,7397.8000000
GDAX.BTC-USD,D,23/07/18,000000,7720.0900000
GDAX.BTC-USD,D,24/07/18,000000,8385.5000000
GDAX.BTC-USD,D,25/07/18,000000,8157.1500000
GDAX.BTC-USD,D,26/07/18,000000,7931.9900000
GDAX.BTC-USD,D,27/07/18,000000,8184.2100000
GDAX.BTC-USD,D,28/07/18,000000,8228.9000000
GDAX.BTC-USD,D,29/07/18,000000,8216.3400000
GDAX.BTC-USD,D,30/07/18,000000,8170.0100000
GDAX.BTC-USD,D,31/07/18,000000,7727.2700000
GDAX.BTC-USD,D,01/08/18,000000,7603.9900000
GDAX.BTC-USD,D,02/08/18,000000,7533.9200000
