Date;Open;ClosingPrice;DailyHigh;DailyLow;VolumePcs
26.11.2021;307,14000;304,28000;312,00000;303,22000;90702260
25.11.2021;322,35000;317,25000;322,96000;316,11000;44075230
24.11.2021;328,00000;320,60000;329,97000;317,35000;77919580
23.11.2021;306,28000;322,71000;325,67000;300,10000;144887010
22.11.2021;326,05000;310,10000;326,39000;309,04000;144394030
19.11.2021;339,37000;327,02000;339,99000;325,70000;67114710
18.11.2021;338,97000;335,09000;343,12000;333,50000;47124100
17.11.2021;338,49000;341,25000;343,57000;336,60000;49773710
16.11.2021;345,99000;338,23000;346,47000;336,01000;61972880
15.11.2021;349,24000;344,86000;352,80000;342,76000;59973490
12.11.2021;356,24000;349,37000;356,37000;339,68000;100682800
11.11.2021;350,11000;356,44000;357,23000;347,22000;42915840
10.11.2021;356,70000;353,40000;358,80000;350,81000;46558110
09.11.2021;358,41000;356,97000;364,58000;356,30000;41718590
08.11.2021;362,57000;359,07000;363,97000;355,60000;39736440
05.11.2021;366,99000;359,61000;367,56000;358,50000;39229740
03.11.2021;370,00000;368,58000;370,20000;365,03000;30876610
02.11.2021;371,00000;371,17000;374,00000;367,20000;37723170
01.11.2021;356,15000;370,58000;371,47000;356,14000;55134640
29.10.2021;364,34000;356,11000;364,34000;352,68000;53541990
28.10.2021;370,50000;363,25000;374,92000;362,32000;53892680
27.10.2021;371,00000;372,80000;374,00000;366,51000;36450620
26.10.2021;369,89000;372,03000;374,63000;365,66000;41833770
25.10.2021;366,20000;370,04000;371,70000;361,68000;35639850
22.10.2021;364,00000;364,50000;370,39000;362,37000;26378840
21.10.2021;368,20000;364,10000;371,14000;363,20000;24501070
20.10.2021;371,83000;370,65000;371,97000;367,10000;27537590
19.10.2021;366,14000;371,62000;372,20000;361,50000;40031730
18.10.2021;369,35000;365,15000;369,91000;363,75000;38233180
15.10.2021;377,92000;371,40000;378,41000;370,43000;37369170
14.10.2021;382,00000;376,01000;383,13000;374,57000;36363890
13.10.2021;378,86000;379,40000;380,31000;370,81000;54687330
12.10.2021;385,88000;378,00000;386,86000;376,72000;51665490
11.10.2021;375,00000;387,00000;388,11000;375,00000;66699560
08.10.2021;370,00000;372,49000;374,55000;368,00000;31050580
07.10.2021;367,69000;369,36000;374,00000;365,88000;49555650
06.10.2021;366,00000;362,71000;375,48000;359,35000;95804990
05.10.2021;346,78000;362,30000;363,12000;344,90000;86824850
04.10.2021;337,90000;346,00000;349,31000;336,22000;60125260
01.10.2021;339,21000;336,86000;339,94000;336,08000;37690990
30.09.2021;329,98000;340,80000;342,20000;329,45000;83622260
29.09.2021;329,09000;328,50000;330,45000;327,15000;27649210
28.09.2021;332,07000;330,75000;334,48000;328,32000;52542880
27.09.2021;326,39000;331,89000;332,46000;326,09000;34410300
24.09.2021;326,08000;325,00000;326,23000;323,62000;24584330
23.09.2021;328,94000;327,00000;329,40000;325,13000;27071410
22.09.2021;325,28000;328,42000;328,89000;322,50000;38198960
21.09.2021;328,44000;322,48000;329,48000;322,39000;47769290
20.09.2021;327,01000;327,61000;328,85000;325,00000;31832600
17.09.2021;326,90000;331,73000;331,73000;325,70000;54126320
16.09.2021;333,04000;326,41000;334,50000;324,91000;62503480
15.09.2021;326,46000;333,24000;334,60000;326,46000;43834510
14.09.2021;327,45000;327,23000;328,84000;325,48000;22505240
13.09.2021;327,01000;326,85000;327,90000;324,01000;24365060
10.09.2021;328,01000;326,89000;328,43000;325,21000;17532340
09.09.2021;330,40000;327,55000;330,40000;325,69000;29962700
08.09.2021;325,96000;331,30000;332,74000;322,84000;47841520
07.09.2021;329,82000;325,55000;330,73000;324,64000;24448110
06.09.2021;330,00000;329,89000;331,45000;328,50000;17491440
03.09.2021;329,47000;330,49000;330,49000;326,62000;29626390
02.09.2021;334,67000;329,60000;334,91000;329,41000;31605740
01.09.2021;328,87000;333,80000;334,64000;328,03000;30698660
31.08.2021;328,50000;328,90000;330,48000;327,30000;32464730
30.08.2021;328,43000;328,97000;329,38000;326,51000;20402150
27.08.2021;323,71000;326,76000;326,76000;321,80000;27848390
26.08.2021;324,03000;322,74000;325,55000;320,58000;27529220
25.08.2021;324,30000;324,60000;325,14000;321,26000;28105390
24.08.2021;330,43000;323,81000;331,22000;323,32000;35762700
23.08.2021;327,85000;328,95000;329,81000;326,55000;20613110
20.08.2021;332,02000;326,10000;333,27000;325,17000;36393250
19.08.2021;333,50000;330,23000;333,80000;329,10000;46184030
18.08.2021;336,00000;337,92000;338,99000;333,26000;36356910
17.08.2021;329,00000;335,46000;335,70000;328,55000;42472520
16.08.2021;327,59000;329,16000;330,52000;327,13000;23953750
13.08.2021;328,60000;328,49000;330,27000;327,31000;18816130
12.08.2021;330,00000;329,43000;330,64000;327,30000;21002650
11.08.2021;330,70000;330,40000;330,98000;326,21000;34452160
10.08.2021;328,05000;329,63000;331,29000;326,97000;41541930
09.08.2021;318,59000;326,78000;328,30000;317,62000;72070400
06.08.2021;316,20000;320,00000;320,00000;315,31000;54141450
05.08.2021;311,02000;315,56000;315,87000;310,82000;37329160
04.08.2021;310,26000;311,64000;311,85000;309,25000;30932050
03.08.2021;306,31000;309,55000;309,65000;306,25000;33931370
02.08.2021;306,23000;308,00000;308,63000;306,23000;31593540
30.07.2021;302,48000;306,31000;306,67000;301,12000;49731920
29.07.2021;304,13000;304,00000;305,27000;303,03000;28037210
28.07.2021;300,43000;302,98000;302,98000;300,00000;27009120
27.07.2021;302,66000;299,50000;304,59000;299,50000;38608790
26.07.2021;294,00000;301,96000;302,48000;291,98000;34024050
23.07.2021;297,49000;295,82000;298,69000;295,04000;14967220
22.07.2021;295,77000;297,09000;298,17000;294,43000;20344800
21.07.2021;296,00000;294,56000;296,94000;293,54000;17541560
20.07.2021;292,33000;295,51000;296,72000;292,30000;35594130
19.07.2021;298,00000;290,74000;298,36000;290,03000;41320510
16.07.2021;302,05000;299,75000;304,78000;298,57000;34533280
15.07.2021;301,13000;302,31000;303,50000;299,77000;21111670
14.07.2021;302,70000;302,02000;303,69000;300,74000;23974320
13.07.2021;306,81000;303,63000;307,22000;302,11000;21270580
12.07.2021;303,55000;305,60000;306,06000;301,52000;25302270
09.07.2021;302,70000;303,63000;304,10000;301,22000;20527240
08.07.2021;303,00000;302,75000;304,30000;300,62000;30771300
07.07.2021;303,98000;303,31000;306,20000;302,85000;22676030
06.07.2021;307,32000;303,10000;307,59000;302,37000;32694440
05.07.2021;307,81000;307,18000;308,11000;304,80000;16509700
02.07.2021;305,52000;307,11000;308,37000;304,71000;28908330
01.07.2021;306,00000;305,51000;307,35000;305,00000;19989790
30.06.2021;306,19000;305,69000;306,91000;303,34000;31549580
29.06.2021;308,70000;305,14000;309,23000;303,66000;33944770
28.06.2021;311,77000;309,20000;312,06000;309,13000;19460180
25.06.2021;310,58000;311,90000;312,50000;309,82000;22598640
24.06.2021;309,80000;310,88000;311,20000;308,84000;19725240
23.06.2021;310,45000;311,00000;312,00000;308,69000;24831290
22.06.2021;310,79000;309,37000;311,17000;308,13000;23538080
21.06.2021;308,47000;308,71000;309,88000;306,56000;36129780
18.06.2021;312,90000;309,37000;313,82000;308,13000;62462450
17.06.2021;311,00000;314,89000;315,42000;310,46000;44322800
16.06.2021;312,50000;313,06000;314,54000;311,03000;38253860
15.06.2021;314,14000;312,70000;315,60000;312,40000;29741250
14.06.2021;313,48000;314,40000;314,87000;310,40000;25517710
11.06.2021;314,88000;313,01000;315,08000;312,50000;21924900
10.06.2021;314,87000;314,30000;316,58000;313,76000;29211800
09.06.2021;315,00000;315,51000;315,90000;312,90000;25152290
08.06.2021;315,29000;313,99000;316,18000;312,50000;34944620
07.06.2021;310,03000;314,60000;316,00000;308,57000;40197440
04.06.2021;313,00000;310,46000;313,00000;307,60000;37126650
03.06.2021;314,81000;312,50000;315,71000;309,87000;34546320
02.06.2021;311,60000;313,85000;313,85000;310,61000;27008780
01.06.2021;312,60000;311,30000;314,17000;310,03000;37655890
31.05.2021;309,30000;309,91000;312,60000;308,82000;23683010
28.05.2021;313,30000;309,90000;314,00000;309,06000;35484140
27.05.2021;306,39000;313,90000;313,90000;305,72000;70753690
26.05.2021;307,84000;306,25000;309,50000;305,33000;35358520
25.05.2021;301,77000;307,00000;307,40000;301,57000;37547680
24.05.2021;302,02000;299,74000;304,75000;299,72000;30831530
21.05.2021;296,85000;301,54000;302,98000;294,90000;51415080
20.05.2021;297,94000;297,11000;298,37000;293,00000;58510610
19.05.2021;304,38000;296,61000;304,88000;295,10000;71747950
18.05.2021;305,01000;304,96000;306,62000;303,33000;35496400
17.05.2021;303,50000;302,60000;305,24000;301,01000;28384220
14.05.2021;308,20000;302,70000;308,24000;302,33000;26858430
13.05.2021;302,11000;306,05000;306,79000;299,33000;57721460
12.05.2021;307,39000;303,27000;309,24000;303,00000;56142830
11.05.2021;303,00000;306,16000;309,48000;301,00000;79945470
10.05.2021;318,26000;319,97000;320,19000;314,31000;18859902205
07.05.2021;316,00000;317,91000;319,16000;315,48000;56433970
06.05.2021;306,29000;312,76000;313,28000;306,25000;62565270
05.05.2021;305,79000;305,85000;306,00000;302,71000;41387820
04.05.2021;298,70000;301,30000;304,23000;298,20000;60457530
30.04.2021;296,92000;297,72000;298,10000;295,03000;35679650
29.04.2021;301,00000;296,94000;301,84000;294,79000;57082260
28.04.2021;299,00000;298,40000;299,26000;295,89000;40622520
27.04.2021;295,74000;297,50000;300,25000;295,61000;62853160
26.04.2021;294,30000;294,90000;296,48000;293,10000;45760050
23.04.2021;293,10000;293,00000;294,20000;290,78000;42651330
22.04.2021;289,04000;292,21000;294,67000;286,93000;73632070
21.04.2021;288,01000;288,10000;290,20000;287,06000;49792800
20.04.2021;288,90000;287,92000;290,92000;286,59000;63197880
19.04.2021;287,86000;287,84000;289,25000;286,04000;51327720
16.04.2021;285,71000;289,03000;289,30000;284,08000;63499000
15.04.2021;281,50000;283,17000;285,19000;280,87000;88048600
14.04.2021;290,00000;288,30000;291,58000;286,72000;59364940
13.04.2021;282,93000;286,28000;286,45000;281,14000;67973530
12.04.2021;278,20000;281,20000;285,35000;278,00000;57180030
09.04.2021;283,47000;280,10000;283,79000;280,09000;40033420
08.04.2021;284,88000;283,72000;286,20000;282,17000;51289780
07.04.2021;281,68000;282,40000;284,29000;278,54000;74146060
06.04.2021;289,00000;281,80000;289,43000;281,62000;77530890
05.04.2021;290,80000;288,79000;291,48000;287,07000;35363370
02.04.2021;290,81000;291,72000;292,40000;289,14000;19279180
01.04.2021;292,00000;288,86000;294,72000;288,43000;51601440
31.03.2021;294,00000;290,26000;294,42000;290,26000;46996880
30.03.2021;294,86000;293,84000;295,72000;291,50000;38806220
29.03.2021;289,72000;293,00000;294,09000;289,26000;43681330
26.03.2021;288,63000;288,90000;292,75000;288,32000;56072880
25.03.2021;286,50000;285,17000;287,03000;283,85000;35216620
24.03.2021;283,40000;286,60000;286,98000;282,25000;46411230
23.03.2021;287,56000;283,03000;288,30000;283,03000;70760630
22.03.2021;285,00000;289,05000;291,20000;283,08000;62762410
19.03.2021;279,00000;284,32000;286,31000;278,03000;84249430
18.03.2021;284,04000;283,45000;285,79000;280,63000;74128740
17.03.2021;292,35000;281,30000;293,25000;279,60000;110292330
16.03.2021;293,06000;293,30000;293,88000;288,61000;53921730
15.03.2021;286,05000;291,19000;292,66000;285,28000;67805740
12.03.2021;286,30000;285,70000;287,49000;282,82000;51540190
11.03.2021;283,84000;285,48000;285,84000;282,30000;47365180
10.03.2021;285,24000;281,66000;288,00000;281,00000;55155180
09.03.2021;278,80000;284,72000;286,38000;277,56000;72788180
05.03.2021;276,00000;275,44000;278,98000;272,76000;83551110
04.03.2021;278,50000;279,84000;281,90000;274,85000;91991370
03.03.2021;281,70000;278,88000;283,83000;278,66000;64275320
02.03.2021;271,89000;279,20000;280,00000;271,60000;71566360
01.03.2021;273,00000;274,27000;274,73000;271,13000;35962010
26.02.2021;268,00000;270,03000;272,49000;266,43000;74892050
25.02.2021;273,60000;275,19000;276,48000;271,60000;79716010
24.02.2021;272,12000;269,79000;272,75000;269,42000;64190320
22.02.2021;270,10000;273,00000;274,20000;268,12000;48129770
20.02.2021;271,00000;;271,00000;269,02000;8763250
19.02.2021;266,12000;271,35000;272,81000;264,19000;59268550
18.02.2021;270,35000;266,51000;272,46000;266,21000;58729690
17.02.2021;270,99000;268,94000;275,07000;268,60000;79103850
16.02.2021;272,30000;271,25000;272,80000;268,27000;63103170
15.02.2021;268,49000;270,18000;270,69000;267,07000;56945310
12.02.2021;264,00000;264,00000;264,40000;258,55000;81658530
11.02.2021;265,50000;265,10000;266,90000;263,75000;38669800
10.02.2021;269,28000;265,53000;270,99000;265,20000;63087490
09.02.2021;275,99000;267,91000;276,29000;267,77000;91921510
08.02.2021;273,01000;274,77000;275,35000;272,32000;51878390
05.02.2021;271,99000;271,55000;272,57000;268,87000;71806820
04.02.2021;263,21000;268,34000;269,76000;262,34000;78929290
03.02.2021;264,32000;261,55000;268,14000;261,44000;77648760
02.02.2021;265,00000;267,00000;268,39000;263,42000;79534190
01.02.2021;260,00000;262,24000;263,56000;258,73000;63130400
29.01.2021;263,77000;258,42000;264,75000;258,40000;120123710
28.01.2021;263,50000;264,68000;267,17000;261,17000;81253290
27.01.2021;270,07000;266,84000;273,80000;265,02000;100093260
26.01.2021;262,70000;268,27000;269,57000;262,61000;75228120
25.01.2021;271,00000;265,19000;273,63000;262,60000;114330950
22.01.2021;273,00000;267,50000;273,30000;266,78000;87007610
21.01.2021;280,75000;275,75000;281,54000;272,84000;83795610
20.01.2021;278,62000;278,80000;282,49000;276,77000;47940980
19.01.2021;280,98000;277,09000;282,80000;276,65000;55998820
18.01.2021;275,72000;280,95000;281,30000;272,95000;73935650
15.01.2021;282,55000;276,82000;286,16000;276,00000;73774870
14.01.2021;284,00000;284,28000;286,90000;279,06000;74673700
13.01.2021;291,01000;283,66000;292,46000;283,10000;67559080
12.01.2021;290,88000;288,45000;296,07000;286,70000;78962360
11.01.2021;282,86000;288,85000;292,95000;279,48000;112349520
08.01.2021;275,11000;282,08000;283,99000;275,11000;88928790
06.01.2021;275,94000;274,68000;275,94000;271,62000;40948520
05.01.2021;272,69000;273,82000;275,70000;270,28000;45583910
04.01.2021;274,67000;276,00000;276,60000;272,54000;48922920
30.12.2020;272,49000;271,10000;274,24000;270,60000;31530660
29.12.2020;275,91000;272,74000;276,43000;272,10000;39021610
28.12.2020;270,90000;274,30000;275,19000;269,73000;39043430
25.12.2020;269,97000;270,70000;270,90000;268,28000;11989750
24.12.2020;271,98000;269,12000;272,82000;267,13000;42614450
23.12.2020;262,25000;268,83000;269,50000;260,22000;67938790
22.12.2020;259,55000;262,92000;267,42000;257,05000;105490480
21.12.2020;266,20000;259,89000;267,34000;259,70000;120517950
18.12.2020;277,22000;271,15000;277,40000;269,60000;99271840
17.12.2020;279,81000;278,16000;285,16000;276,54000;92138550
16.12.2020;278,00000;278,35000;280,84000;276,14000;54748960
15.12.2020;278,53000;276,47000;283,76000;276,07000;84193230
14.12.2020;278,61000;279,04000;287,74000;277,10000;90415250
11.12.2020;283,53000;283,67000;284,60000;279,78000;76101950
10.12.2020;281,50000;281,81000;282,15000;275,20000;75658690
09.12.2020;278,07000;278,48000;279,42000;275,87000;73639980
08.12.2020;275,49000;275,50000;276,66000;271,52000;78859920
07.12.2020;275,50000;275,80000;276,13000;268,10000;94793660
04.12.2020;269,29000;269,21000;270,84000;264,50000;94637930
03.12.2020;263,97000;263,94000;264,63000;260,85000;62240840
02.12.2020;264,81000;264,99000;264,99000;258,80000;93452130
01.12.2020;259,74000;259,76000;259,76000;249,80000;132069500
30.11.2020;249,52000;249,65000;251,00000;245,98000;112141620
27.11.2020;251,59000;251,18000;252,26000;248,03000;51431130
26.11.2020;251,09000;251,50000;252,88000;247,44000;79917590
25.11.2020;251,29000;251,35000;252,20000;;133397740
24.11.2020;246,10000;245,72000;247,85000;239,57000;84515780
23.11.2020;238,90000;238,84000;243,87000;238,52000;74832280
20.11.2020;238,00000;238,00000;240,77000;236,57000;48799870
19.11.2020;238,79000;238,80000;243,49000;237,34000;97143730
18.11.2020;244,18000;244,18000;247,23000;243,81000;60088940
17.11.2020;246,50000;246,58000;249,84000;243,41000;94918470
16.11.2020;248,17000;248,00000;248,73000;244,00000;113945190
13.11.2020;240,37000;239,79000;244,14000;238,62000;106150870
12.11.2020;244,82000;245,07000;245,72000;240,22000;151436920
11.11.2020;244,38000;243,60000;245,14000;236,89000;234843470
10.11.2020;237,50000;237,40000;237,50000;226,27000;229603230
09.11.2020;230,25000;229,89000;230,25000;218,70000;217536750
06.11.2020;217,30000;217,55000;218,29000;213,00000;94997390
05.11.2020;218,33000;217,58000;218,33000;211,43000;152554980
03.11.2020;210,50000;209,96000;210,50000;203,80000;90368710
02.11.2020;204,06000;203,58000;204,49000;196,15000;82335660
30.10.2020;201,10000;201,03000;204,84000;200,76000;83659620
29.10.2020;204,61000;204,50000;207,33000;203,64000;91505270
28.10.2020;205,01000;204,84000;206,94000;202,30000;70171420
27.10.2020;207,89000;207,88000;212,29000;206,66000;61084680
26.10.2020;211,93000;211,80000;214,45000;211,20000;58921210
23.10.2020;213,81000;214,15000;214,73000;209,15000;75361490
22.10.2020;209,05000;209,10000;211,53000;207,84000;46859510
21.10.2020;210,11000;210,07000;213,25000;208,90000;82509750
20.10.2020;209,08000;209,08000;209,76000;202,50000;80919110
19.10.2020;203,84000;203,84000;204,00000;201,55000;47421400
16.10.2020;201,52000;201,22000;204,25000;200,50000;66258500
15.10.2020;203,02000;203,35000;207,57000;201,95000;76502030
14.10.2020;207,40000;207,80000;208,00000;204,78000;46840170
13.10.2020;205,05000;205,00000;207,64000;204,77000;46023280
12.10.2020;205,56000;205,58000;208,49000;204,57000;52321380
09.10.2020;206,38000;206,00000;208,96000;204,40000;65518060
08.10.2020;207,99000;208,00000;211,43000;207,26000;49545460
07.10.2020;210,14000;210,50000;212,66000;209,03000;62052620
06.10.2020;212,21000;212,21000;212,99000;208,35000;87529560
05.10.2020;208,83000;208,79000;210,69000;207,72000;45601880
02.10.2020;208,16000;208,16000;211,39000;206,50000;114322450
01.10.2020;228,86000;228,85000;229,90000;227,59000;77828210
30.09.2020;228,14000;228,00000;230,75000;223,25000;78604470
29.09.2020;224,85000;224,90000;228,88000;223,10000;90417190
28.09.2020;228,40000;228,32000;229,55000;227,35000;64519830
25.09.2020;227,60000;227,57000;229,30000;226,25000;60248340
24.09.2020;228,40000;228,36000;231,10000;225,75000;81995110
23.09.2020;227,94000;227,61000;232,10000;227,61000;71299220
22.09.2020;227,21000;227,03000;230,28000;225,46000;66622080
21.09.2020;224,88000;224,64000;230,07000;223,49000;70303620
18.09.2020;229,44000;229,00000;232,59000;229,00000;54624840
17.09.2020;231,50000;231,75000;231,75000;228,57000;49126710
16.09.2020;231,16000;231,35000;232,60000;230,15000;39605930
15.09.2020;231,39000;231,30000;231,95000;227,39000;61905270
14.09.2020;227,00000;227,07000;227,46000;222,13000;62906200
11.09.2020;220,58000;220,53000;223,15000;219,75000;45688920
10.09.2020;221,50000;221,88000;221,88000;215,79000;71198540
09.09.2020;217,76000;217,48000;218,88000;216,80000;48062980
08.09.2020;217,44000;217,25000;222,48000;216,29000;70024350
07.09.2020;220,80000;220,50000;224,20000;220,50000;59334960
04.09.2020;220,99000;220,00000;221,24000;216,75000;70670060
03.09.2020;218,55000;218,95000;224,23000;218,17000;69470720
02.09.2020;221,90000;221,80000;228,75000;220,85000;77854040
01.09.2020;226,99000;226,72000;227,97000;226,01000;37550370
31.08.2020;225,57000;225,00000;229,71000;225,00000;62015070
28.08.2020;226,38000;225,99000;228,10000;225,19000;40748090
27.08.2020;226,75000;226,57000;229,98000;225,80000;51031070
26.08.2020;227,45000;227,50000;229,40000;224,70000;75779450
25.08.2020;227,17000;227,33000;232,97000;226,90000;58979870
24.08.2020;231,01000;231,06000;233,70000;230,20000;44546800
21.08.2020;231,29000;230,70000;236,50000;227,35000;138913060
20.08.2020;231,25000;230,70000;238,51000;230,33000;116941150
19.08.2020;240,00000;239,75000;240,75000;235,19000;38234650
18.08.2020;236,22000;235,80000;239,83000;235,69000;36762880
17.08.2020;237,25000;237,01000;242,35000;234,50000;77120410
14.08.2020;239,52000;239,50000;242,22000;238,47000;44284550
13.08.2020;242,12000;242,54000;244,04000;238,57000;85720330
12.08.2020;241,00000;241,40000;241,40000;233,03000;101002270
11.08.2020;234,60000;234,60000;234,73000;226,21000;81875170
10.08.2020;225,18000;224,60000;228,70000;224,51000;43502880
07.08.2020;226,63000;226,81000;227,60000;224,46000;35640160
06.08.2020;224,61000;224,79000;227,43000;224,35000;30164090
05.08.2020;225,99000;225,99000;229,17000;224,31000;54642900
04.08.2020;226,69000;226,66000;228,85000;225,63000;42017490
03.08.2020;226,50000;226,52000;228,36000;221,30000;64556650
31.07.2020;220,80000;221,13000;221,98000;217,43000;59709710
30.07.2020;216,63000;216,84000;218,88000;215,34000;51264970
29.07.2020;218,45000;218,88000;218,88000;215,63000;41346230
28.07.2020;216,08000;216,42000;217,42000;215,25000;24610340
27.07.2020;215,95000;215,49000;218,38000;215,15000;38321750
24.07.2020;216,80000;216,86000;216,86000;213,63000;53567220
23.07.2020;216,84000;216,71000;219,28000;216,32000;43424820
22.07.2020;216,99000;216,80000;217,62000;213,56000;48441000
21.07.2020;215,56000;216,07000;219,10000;214,38000;75649160
20.07.2020;212,34000;212,49000;212,49000;209,08000;44507600
17.07.2020;210,52000;210,73000;212,18000;209,86000;36140220
16.07.2020;212,04000;212,10000;212,60000;208,63000;39030370
15.07.2020;210,70000;211,11000;211,80000;207,65000;49529010
14.07.2020;209,03000;209,06000;209,06000;205,70000;66035020
13.07.2020;210,06000;210,16000;214,20000;209,68000;51331610
10.07.2020;212,50000;212,60000;212,60000;206,57000;50706520
09.07.2020;208,85000;208,72000;211,70000;208,10000;45189000
08.07.2020;209,60000;209,42000;212,29000;209,30000;42068480
07.07.2020;211,42000;211,41000;214,23000;210,71000;44728560
06.07.2020;214,46000;214,75000;216,79000;212,94000;55455110
03.07.2020;210,50000;210,08000;211,97000;209,00000;50644210
02.07.2020;210,00000;210,00000;210,00000;204,28000;76382050
30.06.2020;203,21000;202,80000;206,00000;202,36000;43754960
29.06.2020;205,25000;205,40000;205,40000;200,97000;43082680
26.06.2020;204,00000;203,21000;207,50000;201,76000;46690640
25.06.2020;205,45000;205,09000;205,74000;200,75000;71495220
23.06.2020;207,98000;207,84000;209,74000;206,43000;53487940
22.06.2020;205,60000;205,12000;207,95000;204,28000;58664110
19.06.2020;205,44000;207,00000;209,20000;204,55000;75045510
18.06.2020;207,80000;203,77000;208,10000;202,72000;72275760
17.06.2020;208,52000;208,14000;210,35000;206,94000;56578870
16.06.2020;210,28000;207,76000;212,19000;207,52000;66559110
15.06.2020;205,07000;207,32000;207,85000;202,30000;75996510
11.06.2020;208,91000;208,35000;209,24000;206,01000;70033060
10.06.2020;217,00000;212,53000;217,58000;211,82000;91895460
09.06.2020;221,13000;217,23000;221,88000;215,44000;69166250
08.06.2020;219,80000;220,30000;223,15000;217,45000;88826700
05.06.2020;215,13000;219,10000;219,93000;213,60000;88658860
04.06.2020;220,67000;213,10000;221,00000;212,55000;122494020
03.06.2020;214,00000;221,50000;221,92000;213,51000;145043730
02.06.2020;204,67000;212,00000;212,00000;204,00000;116868310
01.06.2020;203,10000;203,66000;205,93000;201,81000;65650670
29.05.2020;204,11000;200,50000;204,40000;199,17000;106653140
28.05.2020;199,31000;205,00000;205,00000;198,40000;117179670
27.05.2020;194,00000;198,51000;198,97000;193,32000;116074210
26.05.2020;193,00000;194,00000;196,10000;192,11000;79312200
25.05.2020;189,62000;191,00000;191,31000;188,80000;23140090
22.05.2020;190,97000;188,90000;191,25000;188,60000;57013570
21.05.2020;194,00000;192,40000;196,31000;191,50000;79541950
20.05.2020;188,49000;193,98000;193,98000;186,60000;93343040
19.05.2020;190,37000;189,00000;192,55000;186,80000;105324020
18.05.2020;186,33000;188,93000;190,00000;185,40000;77545890
15.05.2020;186,13000;183,85000;186,78000;183,33000;63148140
14.05.2020;186,50000;183,81000;188,20000;183,50000;76682120
13.05.2020;190,05000;187,31000;190,60000;186,66000;63466110
12.05.2020;193,30000;191,40000;198,00000;191,20000;67656880
08.05.2020;196,00000;196,02000;196,25000;194,60000;33836340
07.05.2020;196,00000;195,51000;198,15000;195,06000;57728990
06.05.2020;195,00000;195,70000;197,23000;194,30000;49561410
05.05.2020;195,51000;194,75000;196,46000;194,00000;35439260
04.05.2020;195,68000;193,69000;195,68000;193,26000;56398200
30.04.2020;196,51000;197,25000;199,70000;195,46000;87198650
29.04.2020;194,46000;195,80000;195,80000;192,86000;69842140
28.04.2020;188,50000;192,80000;194,22000;188,17000;78584780
27.04.2020;189,98000;188,90000;190,50000;188,43000;43711720
24.04.2020;189,73000;188,91000;191,65000;187,70000;55313850
23.04.2020;191,99000;190,94000;192,50000;188,68000;62759650
22.04.2020;185,01000;190,20000;191,94000;184,50000;75361890
21.04.2020;185,54000;186,05000;187,50000;183,65000;94307290
20.04.2020;190,60000;189,32000;192,23000;187,31000;62240080
17.04.2020;192,50000;191,80000;192,70000;188,28000;71727940
16.04.2020;187,22000;188,50000;191,67000;183,53000;109174870
15.04.2020;196,00000;186,07000;196,25000;186,06000;98164460
14.04.2020;199,99000;197,37000;202,85000;196,10000;80220070
13.04.2020;202,00000;198,26000;202,16000;197,32000;41284390
10.04.2020;201,85000;201,99000;202,75000;200,70000;28758250
09.04.2020;202,40000;203,61000;205,44000;199,30000;109981630
08.04.2020;196,02000;200,29000;200,29000;195,12000;89980980
07.04.2020;193,02000;197,63000;200,54000;193,02000;136421670
06.04.2020;187,52000;190,70000;192,02000;186,42000;77864920
03.04.2020;186,60000;185,64000;187,49000;184,28000;92860290
02.04.2020;188,30000;186,95000;189,90000;182,00000;125636360
01.04.2020;183,20000;184,78000;185,47000;182,00000;76826820
31.03.2020;186,00000;187,21000;188,77000;184,25000;114026920
30.03.2020;177,00000;183,00000;183,20000;174,90000;94334680
27.03.2020;188,05000;180,38000;188,97000;180,17000;114277750
26.03.2020;187,69000;188,07000;191,20000;182,80000;111602370
25.03.2020;196,38000;188,08000;201,00000;182,32000;187978350
24.03.2020;193,30000;192,64000;195,00000;189,10000;104881990
23.03.2020;;183,37000;190,99000;182,10000;157891450
20.03.2020;198,62000;195,69000;201,86000;192,05000;170582970
19.03.2020;178,50000;189,51000;190,15000;173,06000;187427700
18.03.2020;179,00000;174,27000;182,20000;172,15000;155008180
17.03.2020;195,00000;184,01000;204,78000;183,80000;184148390
16.03.2020;194,00000;195,85000;196,70000;186,00000;174273600
13.03.2020;175,00000;198,60000;199,52000;174,30000;263038280
12.03.2020;185,15000;175,91000;187,87000;173,14000;197972880
11.03.2020;202,00000;194,53000;204,33000;192,05000;138304030
10.03.2020;197,99000;201,20000;212,74000;184,86000;244541800
06.03.2020;228,00000;219,99000;229,20000;216,67000;104446900
05.03.2020;237,00000;232,33000;238,72000;230,64000;57083760
04.03.2020;234,13000;235,27000;236,70000;232,62000;54274670
03.03.2020;233,00000;236,63000;239,00000;232,28000;83653950
02.03.2020;238,93000;228,17000;241,00000;218,86000;101986040
28.02.2020;235,00000;233,36000;239,00000;231,00000;124633310
27.02.2020;247,50000;242,88000;248,98000;242,00000;58240400
26.02.2020;244,75000;250,80000;251,21000;243,22000;67757850
25.02.2020;247,98000;245,19000;249,00000;245,17000;41055780
21.02.2020;248,35000;250,80000;251,49000;247,24000;27762930
20.02.2020;250,03000;250,15000;252,17000;249,13000;30717360
19.02.2020;250,37000;249,70000;250,68000;247,95000;25798890
18.02.2020;250,07000;249,20000;250,44000;247,57000;36365950
